ParameterName, ene_min, ene_max, erec_minus_ene_min, erec_minus_ene_max
ene_erec_minus_ene_1, 0, .10000000000000000000, 0, .02000000000000000000
ene_erec_minus_ene_2, 0, .10000000000000000000, .02000000000000000000, .04000000000000000000
ene_erec_minus_ene_3, 0, .10000000000000000000, .04000000000000000000, .06000000000000000000
ene_erec_minus_ene_4, 0, .10000000000000000000, .06000000000000000000, .08000000000000000000
ene_erec_minus_ene_5, 0, .10000000000000000000, .08000000000000000000, .10000000000000000000
ene_erec_minus_ene_6, 0, .10000000000000000000, .10000000000000000000, .12000000000000000000
ene_erec_minus_ene_7, 0, .10000000000000000000, .12000000000000000000, .14000000000000000000
ene_erec_minus_ene_8, 0, .10000000000000000000, .14000000000000000000, .16000000000000000000
ene_erec_minus_ene_9, 0, .10000000000000000000, .16000000000000000000, .18000000000000000000
ene_erec_minus_ene_10, 0, .10000000000000000000, .18000000000000000000, .20000000000000000000
ene_erec_minus_ene_11, 0, .10000000000000000000, .20000000000000000000, .22000000000000000000
ene_erec_minus_ene_12, 0, .10000000000000000000, .22000000000000000000, .24000000000000000000
ene_erec_minus_ene_13, 0, .10000000000000000000, .24000000000000000000, .26000000000000000000
ene_erec_minus_ene_14, 0, .10000000000000000000, .26000000000000000000, .28000000000000000000
ene_erec_minus_ene_15, 0, .10000000000000000000, .28000000000000000000, .30000000000000000000
ene_erec_minus_ene_16, 0, .10000000000000000000, .30000000000000000000, .32000000000000000000
ene_erec_minus_ene_17, 0, .10000000000000000000, .32000000000000000000, .34000000000000000000
ene_erec_minus_ene_18, 0, .10000000000000000000, .34000000000000000000, .36000000000000000000
ene_erec_minus_ene_19, 0, .10000000000000000000, .36000000000000000000, .38000000000000000000
ene_erec_minus_ene_20, 0, .10000000000000000000, .38000000000000000000, .40000000000000000000
ene_erec_minus_ene_21, 0, .10000000000000000000, .40000000000000000000, .42000000000000000000
ene_erec_minus_ene_22, 0, .10000000000000000000, .42000000000000000000, .44000000000000000000
ene_erec_minus_ene_23, 0, .10000000000000000000, .44000000000000000000, .46000000000000000000
ene_erec_minus_ene_24, 0, .10000000000000000000, .46000000000000000000, .48000000000000000000
ene_erec_minus_ene_25, 0, .10000000000000000000, .48000000000000000000, .50000000000000000000
ene_erec_minus_ene_26, 0, .10000000000000000000, .50000000000000000000, .52000000000000000000
ene_erec_minus_ene_27, 0, .10000000000000000000, .52000000000000000000, .54000000000000000000
ene_erec_minus_ene_28, 0, .10000000000000000000, .54000000000000000000, .56000000000000000000
ene_erec_minus_ene_29, 0, .10000000000000000000, .56000000000000000000, .58000000000000000000
ene_erec_minus_ene_30, 0, .10000000000000000000, .58000000000000000000, .60000000000000000000
ene_erec_minus_ene_31, 0, .10000000000000000000, .60000000000000000000, .62000000000000000000
ene_erec_minus_ene_32, 0, .10000000000000000000, .62000000000000000000, .64000000000000000000
ene_erec_minus_ene_33, 0, .10000000000000000000, .64000000000000000000, .66000000000000000000
ene_erec_minus_ene_34, 0, .10000000000000000000, .66000000000000000000, .68000000000000000000
ene_erec_minus_ene_35, 0, .10000000000000000000, .68000000000000000000, .70000000000000000000
ene_erec_minus_ene_36, 0, .10000000000000000000, .70000000000000000000, .72000000000000000000
ene_erec_minus_ene_37, 0, .10000000000000000000, .72000000000000000000, .74000000000000000000
ene_erec_minus_ene_38, 0, .10000000000000000000, .74000000000000000000, .76000000000000000000
ene_erec_minus_ene_39, 0, .10000000000000000000, .76000000000000000000, .78000000000000000000
ene_erec_minus_ene_40, 0, .10000000000000000000, .78000000000000000000, .80000000000000000000
ene_erec_minus_ene_41, 0, .10000000000000000000, .80000000000000000000, .82000000000000000000
ene_erec_minus_ene_42, 0, .10000000000000000000, .82000000000000000000, .84000000000000000000
ene_erec_minus_ene_43, 0, .10000000000000000000, .84000000000000000000, .86000000000000000000
ene_erec_minus_ene_44, 0, .10000000000000000000, .86000000000000000000, .88000000000000000000
ene_erec_minus_ene_45, 0, .10000000000000000000, .88000000000000000000, .90000000000000000000
ene_erec_minus_ene_46, 0, .10000000000000000000, .90000000000000000000, .92000000000000000000
ene_erec_minus_ene_47, 0, .10000000000000000000, .92000000000000000000, .94000000000000000000
ene_erec_minus_ene_48, 0, .10000000000000000000, .94000000000000000000, .96000000000000000000
ene_erec_minus_ene_49, 0, .10000000000000000000, .96000000000000000000, .98000000000000000000
ene_erec_minus_ene_50, 0, .10000000000000000000, .98000000000000000000, 1.00000000000000000000
ene_erec_minus_ene_51, .10000000000000000000, .20000000000000000000, .10000000000000000000, .12000000000000000000
ene_erec_minus_ene_52, .10000000000000000000, .20000000000000000000, .12000000000000000000, .14000000000000000000
ene_erec_minus_ene_53, .10000000000000000000, .20000000000000000000, .14000000000000000000, .16000000000000000000
ene_erec_minus_ene_54, .10000000000000000000, .20000000000000000000, .16000000000000000000, .18000000000000000000
ene_erec_minus_ene_55, .10000000000000000000, .20000000000000000000, .18000000000000000000, .20000000000000000000
ene_erec_minus_ene_56, .10000000000000000000, .20000000000000000000, .20000000000000000000, .22000000000000000000
ene_erec_minus_ene_57, .10000000000000000000, .20000000000000000000, .22000000000000000000, .24000000000000000000
ene_erec_minus_ene_58, .10000000000000000000, .20000000000000000000, .24000000000000000000, .26000000000000000000
ene_erec_minus_ene_59, .10000000000000000000, .20000000000000000000, .26000000000000000000, .28000000000000000000
ene_erec_minus_ene_60, .10000000000000000000, .20000000000000000000, .28000000000000000000, .30000000000000000000
ene_erec_minus_ene_61, .10000000000000000000, .20000000000000000000, .30000000000000000000, .32000000000000000000
ene_erec_minus_ene_62, .10000000000000000000, .20000000000000000000, .32000000000000000000, .34000000000000000000
ene_erec_minus_ene_63, .10000000000000000000, .20000000000000000000, .34000000000000000000, .36000000000000000000
ene_erec_minus_ene_64, .10000000000000000000, .20000000000000000000, .36000000000000000000, .38000000000000000000
ene_erec_minus_ene_65, .10000000000000000000, .20000000000000000000, .38000000000000000000, .40000000000000000000
ene_erec_minus_ene_66, .10000000000000000000, .20000000000000000000, .40000000000000000000, .42000000000000000000
ene_erec_minus_ene_67, .10000000000000000000, .20000000000000000000, .42000000000000000000, .44000000000000000000
ene_erec_minus_ene_68, .10000000000000000000, .20000000000000000000, .44000000000000000000, .46000000000000000000
ene_erec_minus_ene_69, .10000000000000000000, .20000000000000000000, .46000000000000000000, .48000000000000000000
ene_erec_minus_ene_70, .10000000000000000000, .20000000000000000000, .48000000000000000000, .50000000000000000000
ene_erec_minus_ene_71, .10000000000000000000, .20000000000000000000, .50000000000000000000, .52000000000000000000
ene_erec_minus_ene_72, .10000000000000000000, .20000000000000000000, .52000000000000000000, .54000000000000000000
ene_erec_minus_ene_73, .10000000000000000000, .20000000000000000000, .54000000000000000000, .56000000000000000000
ene_erec_minus_ene_74, .10000000000000000000, .20000000000000000000, .56000000000000000000, .58000000000000000000
ene_erec_minus_ene_75, .10000000000000000000, .20000000000000000000, .58000000000000000000, .60000000000000000000
ene_erec_minus_ene_76, .10000000000000000000, .20000000000000000000, .60000000000000000000, .62000000000000000000
ene_erec_minus_ene_77, .10000000000000000000, .20000000000000000000, .62000000000000000000, .64000000000000000000
ene_erec_minus_ene_78, .10000000000000000000, .20000000000000000000, .64000000000000000000, .66000000000000000000
ene_erec_minus_ene_79, .10000000000000000000, .20000000000000000000, .66000000000000000000, .68000000000000000000
ene_erec_minus_ene_80, .10000000000000000000, .20000000000000000000, .68000000000000000000, .70000000000000000000
ene_erec_minus_ene_81, .10000000000000000000, .20000000000000000000, .70000000000000000000, .72000000000000000000
ene_erec_minus_ene_82, .10000000000000000000, .20000000000000000000, .72000000000000000000, .74000000000000000000
ene_erec_minus_ene_83, .10000000000000000000, .20000000000000000000, .74000000000000000000, .76000000000000000000
ene_erec_minus_ene_84, .10000000000000000000, .20000000000000000000, .76000000000000000000, .78000000000000000000
ene_erec_minus_ene_85, .10000000000000000000, .20000000000000000000, .78000000000000000000, .80000000000000000000
ene_erec_minus_ene_86, .10000000000000000000, .20000000000000000000, .80000000000000000000, .82000000000000000000
ene_erec_minus_ene_87, .10000000000000000000, .20000000000000000000, .82000000000000000000, .84000000000000000000
ene_erec_minus_ene_88, .10000000000000000000, .20000000000000000000, .84000000000000000000, .86000000000000000000
ene_erec_minus_ene_89, .10000000000000000000, .20000000000000000000, .86000000000000000000, .88000000000000000000
ene_erec_minus_ene_90, .10000000000000000000, .20000000000000000000, .88000000000000000000, .90000000000000000000
ene_erec_minus_ene_91, .10000000000000000000, .20000000000000000000, .90000000000000000000, .92000000000000000000
ene_erec_minus_ene_92, .10000000000000000000, .20000000000000000000, .92000000000000000000, .94000000000000000000
ene_erec_minus_ene_93, .10000000000000000000, .20000000000000000000, .94000000000000000000, .96000000000000000000
ene_erec_minus_ene_94, .10000000000000000000, .20000000000000000000, .96000000000000000000, .98000000000000000000
ene_erec_minus_ene_95, .10000000000000000000, .20000000000000000000, .98000000000000000000, 1.00000000000000000000
ene_erec_minus_ene_96, .20000000000000000000, .30000000000000000000, .20000000000000000000, .22000000000000000000
ene_erec_minus_ene_97, .20000000000000000000, .30000000000000000000, .22000000000000000000, .24000000000000000000
ene_erec_minus_ene_98, .20000000000000000000, .30000000000000000000, .24000000000000000000, .26000000000000000000
ene_erec_minus_ene_99, .20000000000000000000, .30000000000000000000, .26000000000000000000, .28000000000000000000
ene_erec_minus_ene_100, .20000000000000000000, .30000000000000000000, .28000000000000000000, .30000000000000000000
ene_erec_minus_ene_101, .20000000000000000000, .30000000000000000000, .30000000000000000000, .32000000000000000000
ene_erec_minus_ene_102, .20000000000000000000, .30000000000000000000, .32000000000000000000, .34000000000000000000
ene_erec_minus_ene_103, .20000000000000000000, .30000000000000000000, .34000000000000000000, .36000000000000000000
ene_erec_minus_ene_104, .20000000000000000000, .30000000000000000000, .36000000000000000000, .38000000000000000000
ene_erec_minus_ene_105, .20000000000000000000, .30000000000000000000, .38000000000000000000, .40000000000000000000
ene_erec_minus_ene_106, .20000000000000000000, .30000000000000000000, .40000000000000000000, .42000000000000000000
ene_erec_minus_ene_107, .20000000000000000000, .30000000000000000000, .42000000000000000000, .44000000000000000000
ene_erec_minus_ene_108, .20000000000000000000, .30000000000000000000, .44000000000000000000, .46000000000000000000
ene_erec_minus_ene_109, .20000000000000000000, .30000000000000000000, .46000000000000000000, .48000000000000000000
ene_erec_minus_ene_110, .20000000000000000000, .30000000000000000000, .48000000000000000000, .50000000000000000000
ene_erec_minus_ene_111, .20000000000000000000, .30000000000000000000, .50000000000000000000, .52000000000000000000
ene_erec_minus_ene_112, .20000000000000000000, .30000000000000000000, .52000000000000000000, .54000000000000000000
ene_erec_minus_ene_113, .20000000000000000000, .30000000000000000000, .54000000000000000000, .56000000000000000000
ene_erec_minus_ene_114, .20000000000000000000, .30000000000000000000, .56000000000000000000, .58000000000000000000
ene_erec_minus_ene_115, .20000000000000000000, .30000000000000000000, .58000000000000000000, .60000000000000000000
ene_erec_minus_ene_116, .20000000000000000000, .30000000000000000000, .60000000000000000000, .62000000000000000000
ene_erec_minus_ene_117, .20000000000000000000, .30000000000000000000, .62000000000000000000, .64000000000000000000
ene_erec_minus_ene_118, .20000000000000000000, .30000000000000000000, .64000000000000000000, .66000000000000000000
ene_erec_minus_ene_119, .20000000000000000000, .30000000000000000000, .66000000000000000000, .68000000000000000000
ene_erec_minus_ene_120, .20000000000000000000, .30000000000000000000, .68000000000000000000, .70000000000000000000
ene_erec_minus_ene_121, .20000000000000000000, .30000000000000000000, .70000000000000000000, .72000000000000000000
ene_erec_minus_ene_122, .20000000000000000000, .30000000000000000000, .72000000000000000000, .74000000000000000000
ene_erec_minus_ene_123, .20000000000000000000, .30000000000000000000, .74000000000000000000, .76000000000000000000
ene_erec_minus_ene_124, .20000000000000000000, .30000000000000000000, .76000000000000000000, .78000000000000000000
ene_erec_minus_ene_125, .20000000000000000000, .30000000000000000000, .78000000000000000000, .80000000000000000000
ene_erec_minus_ene_126, .20000000000000000000, .30000000000000000000, .80000000000000000000, .82000000000000000000
ene_erec_minus_ene_127, .20000000000000000000, .30000000000000000000, .82000000000000000000, .84000000000000000000
ene_erec_minus_ene_128, .20000000000000000000, .30000000000000000000, .84000000000000000000, .86000000000000000000
ene_erec_minus_ene_129, .20000000000000000000, .30000000000000000000, .86000000000000000000, .88000000000000000000
ene_erec_minus_ene_130, .20000000000000000000, .30000000000000000000, .88000000000000000000, .90000000000000000000
ene_erec_minus_ene_131, .20000000000000000000, .30000000000000000000, .90000000000000000000, .92000000000000000000
ene_erec_minus_ene_132, .20000000000000000000, .30000000000000000000, .92000000000000000000, .94000000000000000000
ene_erec_minus_ene_133, .20000000000000000000, .30000000000000000000, .94000000000000000000, .96000000000000000000
ene_erec_minus_ene_134, .20000000000000000000, .30000000000000000000, .96000000000000000000, .98000000000000000000
ene_erec_minus_ene_135, .20000000000000000000, .30000000000000000000, .98000000000000000000, 1.00000000000000000000
ene_erec_minus_ene_136, .30000000000000000000, .40000000000000000000, .30000000000000000000, .32000000000000000000
ene_erec_minus_ene_137, .30000000000000000000, .40000000000000000000, .32000000000000000000, .34000000000000000000
ene_erec_minus_ene_138, .30000000000000000000, .40000000000000000000, .34000000000000000000, .36000000000000000000
ene_erec_minus_ene_139, .30000000000000000000, .40000000000000000000, .36000000000000000000, .38000000000000000000
ene_erec_minus_ene_140, .30000000000000000000, .40000000000000000000, .38000000000000000000, .40000000000000000000
ene_erec_minus_ene_141, .30000000000000000000, .40000000000000000000, .40000000000000000000, .42000000000000000000
ene_erec_minus_ene_142, .30000000000000000000, .40000000000000000000, .42000000000000000000, .44000000000000000000
ene_erec_minus_ene_143, .30000000000000000000, .40000000000000000000, .44000000000000000000, .46000000000000000000
ene_erec_minus_ene_144, .30000000000000000000, .40000000000000000000, .46000000000000000000, .48000000000000000000
ene_erec_minus_ene_145, .30000000000000000000, .40000000000000000000, .48000000000000000000, .50000000000000000000
ene_erec_minus_ene_146, .30000000000000000000, .40000000000000000000, .50000000000000000000, .52000000000000000000
ene_erec_minus_ene_147, .30000000000000000000, .40000000000000000000, .52000000000000000000, .54000000000000000000
ene_erec_minus_ene_148, .30000000000000000000, .40000000000000000000, .54000000000000000000, .56000000000000000000
ene_erec_minus_ene_149, .30000000000000000000, .40000000000000000000, .56000000000000000000, .58000000000000000000
ene_erec_minus_ene_150, .30000000000000000000, .40000000000000000000, .58000000000000000000, .60000000000000000000
