ParameterName, q0_min, q0_max, q3_min, q3_max
q0_q3_bin_3010, 2.80, 2.85, 3.45, 3.50
q0_q3_bin_3011, 2.80, 2.85, 3.50, 3.55
q0_q3_bin_3012, 2.80, 2.85, 3.55, 3.60
q0_q3_bin_3013, 2.80, 2.85, 3.60, 3.65
q0_q3_bin_3014, 2.80, 2.85, 3.65, 3.70
q0_q3_bin_3015, 2.80, 2.85, 3.70, 3.75
q0_q3_bin_3016, 2.80, 2.85, 3.75, 3.80
q0_q3_bin_3017, 2.80, 2.85, 3.80, 3.85
q0_q3_bin_3018, 2.80, 2.85, 3.85, 3.90
q0_q3_bin_3019, 2.80, 2.85, 3.90, 4.40
q0_q3_bin_3020, 2.80, 2.85, 4.40, 4.90
q0_q3_bin_3021, 2.80, 2.85, 4.90, 5.00
q0_q3_bin_3022, 2.85, 2.90, 2.85, 2.90
q0_q3_bin_3023, 2.85, 2.90, 2.90, 2.95
q0_q3_bin_3024, 2.85, 2.90, 2.95, 3.00
q0_q3_bin_3025, 2.85, 2.90, 3.00, 3.05
q0_q3_bin_3026, 2.85, 2.90, 3.05, 3.10
q0_q3_bin_3027, 2.85, 2.90, 3.10, 3.15
q0_q3_bin_3028, 2.85, 2.90, 3.15, 3.20
q0_q3_bin_3029, 2.85, 2.90, 3.20, 3.25
q0_q3_bin_3030, 2.85, 2.90, 3.25, 3.30
q0_q3_bin_3031, 2.85, 2.90, 3.30, 3.35
q0_q3_bin_3032, 2.85, 2.90, 3.35, 3.40
q0_q3_bin_3033, 2.85, 2.90, 3.40, 3.45
q0_q3_bin_3034, 2.85, 2.90, 3.45, 3.50
q0_q3_bin_3035, 2.85, 2.90, 3.50, 3.55
q0_q3_bin_3036, 2.85, 2.90, 3.55, 3.60
q0_q3_bin_3037, 2.85, 2.90, 3.60, 3.65
q0_q3_bin_3038, 2.85, 2.90, 3.65, 3.70
q0_q3_bin_3039, 2.85, 2.90, 3.70, 3.75
q0_q3_bin_3040, 2.85, 2.90, 3.75, 3.80
q0_q3_bin_3041, 2.85, 2.90, 3.80, 3.85
q0_q3_bin_3042, 2.85, 2.90, 3.85, 3.90
q0_q3_bin_3043, 2.85, 2.90, 3.90, 4.40
q0_q3_bin_3044, 2.85, 2.90, 4.40, 4.90
q0_q3_bin_3045, 2.85, 2.90, 4.90, 5.00
q0_q3_bin_3046, 2.90, 2.95, 2.90, 2.95
q0_q3_bin_3047, 2.90, 2.95, 2.95, 3.00
q0_q3_bin_3048, 2.90, 2.95, 3.00, 3.05
q0_q3_bin_3049, 2.90, 2.95, 3.05, 3.10
q0_q3_bin_3050, 2.90, 2.95, 3.10, 3.15
q0_q3_bin_3051, 2.90, 2.95, 3.15, 3.20
q0_q3_bin_3052, 2.90, 2.95, 3.20, 3.25
q0_q3_bin_3053, 2.90, 2.95, 3.25, 3.30
q0_q3_bin_3054, 2.90, 2.95, 3.30, 3.35
q0_q3_bin_3055, 2.90, 2.95, 3.35, 3.40
q0_q3_bin_3056, 2.90, 2.95, 3.40, 3.45
q0_q3_bin_3057, 2.90, 2.95, 3.45, 3.50
q0_q3_bin_3058, 2.90, 2.95, 3.50, 3.55
q0_q3_bin_3059, 2.90, 2.95, 3.55, 3.60
q0_q3_bin_3060, 2.90, 2.95, 3.60, 3.65
q0_q3_bin_3061, 2.90, 2.95, 3.65, 3.70
q0_q3_bin_3062, 2.90, 2.95, 3.70, 3.75
q0_q3_bin_3063, 2.90, 2.95, 3.75, 3.80
q0_q3_bin_3064, 2.90, 2.95, 3.80, 3.85
q0_q3_bin_3065, 2.90, 2.95, 3.85, 3.90
q0_q3_bin_3066, 2.90, 2.95, 3.90, 4.40
q0_q3_bin_3067, 2.90, 2.95, 4.40, 4.90
q0_q3_bin_3068, 2.90, 2.95, 4.90, 5.00
q0_q3_bin_3069, 2.95, 3.00, 2.95, 3.00
q0_q3_bin_3070, 2.95, 3.00, 3.00, 3.05
q0_q3_bin_3071, 2.95, 3.00, 3.05, 3.10
q0_q3_bin_3072, 2.95, 3.00, 3.10, 3.15
q0_q3_bin_3073, 2.95, 3.00, 3.15, 3.20
q0_q3_bin_3074, 2.95, 3.00, 3.20, 3.25
q0_q3_bin_3075, 2.95, 3.00, 3.25, 3.30
q0_q3_bin_3076, 2.95, 3.00, 3.30, 3.35
q0_q3_bin_3077, 2.95, 3.00, 3.35, 3.40
q0_q3_bin_3078, 2.95, 3.00, 3.40, 3.45
q0_q3_bin_3079, 2.95, 3.00, 3.45, 3.50
q0_q3_bin_3080, 2.95, 3.00, 3.50, 3.55
q0_q3_bin_3081, 2.95, 3.00, 3.55, 3.60
q0_q3_bin_3082, 2.95, 3.00, 3.60, 3.65
q0_q3_bin_3083, 2.95, 3.00, 3.65, 3.70
q0_q3_bin_3084, 2.95, 3.00, 3.70, 3.75
q0_q3_bin_3085, 2.95, 3.00, 3.75, 3.80
q0_q3_bin_3086, 2.95, 3.00, 3.80, 3.85
q0_q3_bin_3087, 2.95, 3.00, 3.85, 3.90
q0_q3_bin_3088, 2.95, 3.00, 3.90, 4.40
q0_q3_bin_3089, 2.95, 3.00, 4.40, 4.90
q0_q3_bin_3090, 2.95, 3.00, 4.90, 5.00
q0_q3_bin_3091, 3.00, 3.05, 3.00, 3.05
q0_q3_bin_3092, 3.00, 3.05, 3.05, 3.10
q0_q3_bin_3093, 3.00, 3.05, 3.10, 3.15
q0_q3_bin_3094, 3.00, 3.05, 3.15, 3.20
q0_q3_bin_3095, 3.00, 3.05, 3.20, 3.25
q0_q3_bin_3096, 3.00, 3.05, 3.25, 3.30
q0_q3_bin_3097, 3.00, 3.05, 3.30, 3.35
q0_q3_bin_3098, 3.00, 3.05, 3.35, 3.40
q0_q3_bin_3099, 3.00, 3.05, 3.40, 3.45
q0_q3_bin_3100, 3.00, 3.05, 3.45, 3.50
q0_q3_bin_3101, 3.00, 3.05, 3.50, 3.55
q0_q3_bin_3102, 3.00, 3.05, 3.55, 3.60
q0_q3_bin_3103, 3.00, 3.05, 3.60, 3.65
q0_q3_bin_3104, 3.00, 3.05, 3.65, 3.70
q0_q3_bin_3105, 3.00, 3.05, 3.70, 3.75
q0_q3_bin_3106, 3.00, 3.05, 3.75, 3.80
q0_q3_bin_3107, 3.00, 3.05, 3.80, 3.85
q0_q3_bin_3108, 3.00, 3.05, 3.85, 3.90
q0_q3_bin_3109, 3.00, 3.05, 3.90, 4.40
q0_q3_bin_3110, 3.00, 3.05, 4.40, 4.90
q0_q3_bin_3111, 3.00, 3.05, 4.90, 5.00
q0_q3_bin_3112, 3.05, 3.10, 3.05, 3.10
q0_q3_bin_3113, 3.05, 3.10, 3.10, 3.15
q0_q3_bin_3114, 3.05, 3.10, 3.15, 3.20
q0_q3_bin_3115, 3.05, 3.10, 3.20, 3.25
q0_q3_bin_3116, 3.05, 3.10, 3.25, 3.30
q0_q3_bin_3117, 3.05, 3.10, 3.30, 3.35
q0_q3_bin_3118, 3.05, 3.10, 3.35, 3.40
q0_q3_bin_3119, 3.05, 3.10, 3.40, 3.45
q0_q3_bin_3120, 3.05, 3.10, 3.45, 3.50
q0_q3_bin_3121, 3.05, 3.10, 3.50, 3.55
q0_q3_bin_3122, 3.05, 3.10, 3.55, 3.60
q0_q3_bin_3123, 3.05, 3.10, 3.60, 3.65
q0_q3_bin_3124, 3.05, 3.10, 3.65, 3.70
q0_q3_bin_3125, 3.05, 3.10, 3.70, 3.75
q0_q3_bin_3126, 3.05, 3.10, 3.75, 3.80
q0_q3_bin_3127, 3.05, 3.10, 3.80, 3.85
q0_q3_bin_3128, 3.05, 3.10, 3.85, 3.90
q0_q3_bin_3129, 3.05, 3.10, 3.90, 4.40
q0_q3_bin_3130, 3.05, 3.10, 4.40, 4.90
q0_q3_bin_3131, 3.05, 3.10, 4.90, 5.00
q0_q3_bin_3132, 3.10, 3.15, 3.10, 3.15
q0_q3_bin_3133, 3.10, 3.15, 3.15, 3.20
q0_q3_bin_3134, 3.10, 3.15, 3.20, 3.25
q0_q3_bin_3135, 3.10, 3.15, 3.25, 3.30
q0_q3_bin_3136, 3.10, 3.15, 3.30, 3.35
q0_q3_bin_3137, 3.10, 3.15, 3.35, 3.40
q0_q3_bin_3138, 3.10, 3.15, 3.40, 3.45
q0_q3_bin_3139, 3.10, 3.15, 3.45, 3.50
q0_q3_bin_3140, 3.10, 3.15, 3.50, 3.55
q0_q3_bin_3141, 3.10, 3.15, 3.55, 3.60
q0_q3_bin_3142, 3.10, 3.15, 3.60, 3.65
q0_q3_bin_3143, 3.10, 3.15, 3.65, 3.70
q0_q3_bin_3144, 3.10, 3.15, 3.70, 3.75
q0_q3_bin_3145, 3.10, 3.15, 3.75, 3.80
q0_q3_bin_3146, 3.10, 3.15, 3.80, 3.85
q0_q3_bin_3147, 3.10, 3.15, 3.85, 3.90
q0_q3_bin_3148, 3.10, 3.15, 3.90, 4.40
q0_q3_bin_3149, 3.10, 3.15, 4.40, 4.90
q0_q3_bin_3150, 3.10, 3.15, 4.90, 5.00
q0_q3_bin_3151, 3.15, 3.20, 3.15, 3.20
q0_q3_bin_3152, 3.15, 3.20, 3.20, 3.25
q0_q3_bin_3153, 3.15, 3.20, 3.25, 3.30
q0_q3_bin_3154, 3.15, 3.20, 3.30, 3.35
q0_q3_bin_3155, 3.15, 3.20, 3.35, 3.40
q0_q3_bin_3156, 3.15, 3.20, 3.40, 3.45
q0_q3_bin_3157, 3.15, 3.20, 3.45, 3.50
q0_q3_bin_3158, 3.15, 3.20, 3.50, 3.55
q0_q3_bin_3159, 3.15, 3.20, 3.55, 3.60
q0_q3_bin_3160, 3.15, 3.20, 3.60, 3.65
q0_q3_bin_3161, 3.15, 3.20, 3.65, 3.70
q0_q3_bin_3162, 3.15, 3.20, 3.70, 3.75
q0_q3_bin_3163, 3.15, 3.20, 3.75, 3.80
q0_q3_bin_3164, 3.15, 3.20, 3.80, 3.85
q0_q3_bin_3165, 3.15, 3.20, 3.85, 3.90
q0_q3_bin_3166, 3.15, 3.20, 3.90, 4.40
q0_q3_bin_3167, 3.15, 3.20, 4.40, 4.90
q0_q3_bin_3168, 3.15, 3.20, 4.90, 5.00
q0_q3_bin_3169, 3.20, 3.25, 3.20, 3.25
q0_q3_bin_3170, 3.20, 3.25, 3.25, 3.30
q0_q3_bin_3171, 3.20, 3.25, 3.30, 3.35
q0_q3_bin_3172, 3.20, 3.25, 3.35, 3.40
q0_q3_bin_3173, 3.20, 3.25, 3.40, 3.45
q0_q3_bin_3174, 3.20, 3.25, 3.45, 3.50
q0_q3_bin_3175, 3.20, 3.25, 3.50, 3.55
q0_q3_bin_3176, 3.20, 3.25, 3.55, 3.60
q0_q3_bin_3177, 3.20, 3.25, 3.60, 3.65
q0_q3_bin_3178, 3.20, 3.25, 3.65, 3.70
q0_q3_bin_3179, 3.20, 3.25, 3.70, 3.75
q0_q3_bin_3180, 3.20, 3.25, 3.75, 3.80
q0_q3_bin_3181, 3.20, 3.25, 3.80, 3.85
q0_q3_bin_3182, 3.20, 3.25, 3.85, 3.90
q0_q3_bin_3183, 3.20, 3.25, 3.90, 4.40
q0_q3_bin_3184, 3.20, 3.25, 4.40, 4.90
q0_q3_bin_3185, 3.20, 3.25, 4.90, 5.00
q0_q3_bin_3186, 3.25, 3.30, 3.25, 3.30
q0_q3_bin_3187, 3.25, 3.30, 3.30, 3.35
q0_q3_bin_3188, 3.25, 3.30, 3.35, 3.40
q0_q3_bin_3189, 3.25, 3.30, 3.40, 3.45
q0_q3_bin_3190, 3.25, 3.30, 3.45, 3.50
q0_q3_bin_3191, 3.25, 3.30, 3.50, 3.55
q0_q3_bin_3192, 3.25, 3.30, 3.55, 3.60
q0_q3_bin_3193, 3.25, 3.30, 3.60, 3.65
q0_q3_bin_3194, 3.25, 3.30, 3.65, 3.70
q0_q3_bin_3195, 3.25, 3.30, 3.70, 3.75
q0_q3_bin_3196, 3.25, 3.30, 3.75, 3.80
q0_q3_bin_3197, 3.25, 3.30, 3.80, 3.85
q0_q3_bin_3198, 3.25, 3.30, 3.85, 3.90
q0_q3_bin_3199, 3.25, 3.30, 3.90, 4.40
q0_q3_bin_3200, 3.25, 3.30, 4.40, 4.90
q0_q3_bin_3201, 3.25, 3.30, 4.90, 5.00
q0_q3_bin_3202, 3.30, 3.35, 3.30, 3.35
q0_q3_bin_3203, 3.30, 3.35, 3.35, 3.40
q0_q3_bin_3204, 3.30, 3.35, 3.40, 3.45
q0_q3_bin_3205, 3.30, 3.35, 3.45, 3.50
q0_q3_bin_3206, 3.30, 3.35, 3.50, 3.55
q0_q3_bin_3207, 3.30, 3.35, 3.55, 3.60
q0_q3_bin_3208, 3.30, 3.35, 3.60, 3.65
q0_q3_bin_3209, 3.30, 3.35, 3.65, 3.70
q0_q3_bin_3210, 3.30, 3.35, 3.70, 3.75
q0_q3_bin_3211, 3.30, 3.35, 3.75, 3.80
q0_q3_bin_3212, 3.30, 3.35, 3.80, 3.85
q0_q3_bin_3213, 3.30, 3.35, 3.85, 3.90
q0_q3_bin_3214, 3.30, 3.35, 3.90, 4.40
q0_q3_bin_3215, 3.30, 3.35, 4.40, 4.90
q0_q3_bin_3216, 3.30, 3.35, 4.90, 5.00
q0_q3_bin_3217, 3.35, 3.40, 3.35, 3.40
q0_q3_bin_3218, 3.35, 3.40, 3.40, 3.45
q0_q3_bin_3219, 3.35, 3.40, 3.45, 3.50
q0_q3_bin_3220, 3.35, 3.40, 3.50, 3.55
q0_q3_bin_3221, 3.35, 3.40, 3.55, 3.60
q0_q3_bin_3222, 3.35, 3.40, 3.60, 3.65
q0_q3_bin_3223, 3.35, 3.40, 3.65, 3.70
q0_q3_bin_3224, 3.35, 3.40, 3.70, 3.75
q0_q3_bin_3225, 3.35, 3.40, 3.75, 3.80
q0_q3_bin_3226, 3.35, 3.40, 3.80, 3.85
q0_q3_bin_3227, 3.35, 3.40, 3.85, 3.90
q0_q3_bin_3228, 3.35, 3.40, 3.90, 4.40
q0_q3_bin_3229, 3.35, 3.40, 4.40, 4.90
q0_q3_bin_3230, 3.35, 3.40, 4.90, 5.00
q0_q3_bin_3231, 3.40, 3.45, 3.40, 3.45
q0_q3_bin_3232, 3.40, 3.45, 3.45, 3.50
q0_q3_bin_3233, 3.40, 3.45, 3.50, 3.55
q0_q3_bin_3234, 3.40, 3.45, 3.55, 3.60
q0_q3_bin_3235, 3.40, 3.45, 3.60, 3.65
q0_q3_bin_3236, 3.40, 3.45, 3.65, 3.70
q0_q3_bin_3237, 3.40, 3.45, 3.70, 3.75
q0_q3_bin_3238, 3.40, 3.45, 3.75, 3.80
q0_q3_bin_3239, 3.40, 3.45, 3.80, 3.85
q0_q3_bin_3240, 3.40, 3.45, 3.85, 3.90
q0_q3_bin_3241, 3.40, 3.45, 3.90, 4.40
q0_q3_bin_3242, 3.40, 3.45, 4.40, 4.90
q0_q3_bin_3243, 3.40, 3.45, 4.90, 5.00
q0_q3_bin_3244, 3.45, 3.50, 3.45, 3.50
q0_q3_bin_3245, 3.45, 3.50, 3.50, 3.55
q0_q3_bin_3246, 3.45, 3.50, 3.55, 3.60
q0_q3_bin_3247, 3.45, 3.50, 3.60, 3.65
q0_q3_bin_3248, 3.45, 3.50, 3.65, 3.70
q0_q3_bin_3249, 3.45, 3.50, 3.70, 3.75
q0_q3_bin_3250, 3.45, 3.50, 3.75, 3.80
q0_q3_bin_3251, 3.45, 3.50, 3.80, 3.85
q0_q3_bin_3252, 3.45, 3.50, 3.85, 3.90
q0_q3_bin_3253, 3.45, 3.50, 3.90, 4.40
q0_q3_bin_3254, 3.45, 3.50, 4.40, 4.90
q0_q3_bin_3255, 3.45, 3.50, 4.90, 5.00
q0_q3_bin_3256, 3.50, 3.55, 3.50, 3.55
q0_q3_bin_3257, 3.50, 3.55, 3.55, 3.60
q0_q3_bin_3258, 3.50, 3.55, 3.60, 3.65
q0_q3_bin_3259, 3.50, 3.55, 3.65, 3.70
q0_q3_bin_3260, 3.50, 3.55, 3.70, 3.75
q0_q3_bin_3261, 3.50, 3.55, 3.75, 3.80
q0_q3_bin_3262, 3.50, 3.55, 3.80, 3.85
q0_q3_bin_3263, 3.50, 3.55, 3.85, 3.90
q0_q3_bin_3264, 3.50, 3.55, 3.90, 4.40
q0_q3_bin_3265, 3.50, 3.55, 4.40, 4.90
q0_q3_bin_3266, 3.50, 3.55, 4.90, 5.00
q0_q3_bin_3267, 3.55, 3.60, 3.55, 3.60
q0_q3_bin_3268, 3.55, 3.60, 3.60, 3.65
q0_q3_bin_3269, 3.55, 3.60, 3.65, 3.70
q0_q3_bin_3270, 3.55, 3.60, 3.70, 3.75
q0_q3_bin_3271, 3.55, 3.60, 3.75, 3.80
q0_q3_bin_3272, 3.55, 3.60, 3.80, 3.85
q0_q3_bin_3273, 3.55, 3.60, 3.85, 3.90
q0_q3_bin_3274, 3.55, 3.60, 3.90, 4.40
q0_q3_bin_3275, 3.55, 3.60, 4.40, 4.90
q0_q3_bin_3276, 3.55, 3.60, 4.90, 5.00
q0_q3_bin_3277, 3.60, 3.65, 3.60, 3.65
q0_q3_bin_3278, 3.60, 3.65, 3.65, 3.70
q0_q3_bin_3279, 3.60, 3.65, 3.70, 3.75
q0_q3_bin_3280, 3.60, 3.65, 3.75, 3.80
q0_q3_bin_3281, 3.60, 3.65, 3.80, 3.85
q0_q3_bin_3282, 3.60, 3.65, 3.85, 3.90
q0_q3_bin_3283, 3.60, 3.65, 3.90, 4.40
q0_q3_bin_3284, 3.60, 3.65, 4.40, 4.90
q0_q3_bin_3285, 3.60, 3.65, 4.90, 5.00
q0_q3_bin_3286, 3.65, 3.70, 3.65, 3.70
q0_q3_bin_3287, 3.65, 3.70, 3.70, 3.75
q0_q3_bin_3288, 3.65, 3.70, 3.75, 3.80
q0_q3_bin_3289, 3.65, 3.70, 3.80, 3.85
q0_q3_bin_3290, 3.65, 3.70, 3.85, 3.90
q0_q3_bin_3291, 3.65, 3.70, 3.90, 4.40
q0_q3_bin_3292, 3.65, 3.70, 4.40, 4.90
q0_q3_bin_3293, 3.65, 3.70, 4.90, 5.00
q0_q3_bin_3294, 3.70, 3.75, 3.70, 3.75
q0_q3_bin_3295, 3.70, 3.75, 3.75, 3.80
q0_q3_bin_3296, 3.70, 3.75, 3.80, 3.85
q0_q3_bin_3297, 3.70, 3.75, 3.85, 3.90
q0_q3_bin_3298, 3.70, 3.75, 3.90, 4.40
q0_q3_bin_3299, 3.70, 3.75, 4.40, 4.90
q0_q3_bin_3300, 3.70, 3.75, 4.90, 5.00
q0_q3_bin_3301, 3.75, 3.80, 3.75, 3.80
q0_q3_bin_3302, 3.75, 3.80, 3.80, 3.85
q0_q3_bin_3303, 3.75, 3.80, 3.85, 3.90
q0_q3_bin_3304, 3.75, 3.80, 3.90, 4.40
q0_q3_bin_3305, 3.75, 3.80, 4.40, 4.90
q0_q3_bin_3306, 3.75, 3.80, 4.90, 5.00
q0_q3_bin_3307, 3.80, 3.85, 3.80, 3.85
q0_q3_bin_3308, 3.80, 3.85, 3.85, 3.90
q0_q3_bin_3309, 3.80, 3.85, 3.90, 4.40
q0_q3_bin_3310, 3.80, 3.85, 4.40, 4.90
q0_q3_bin_3311, 3.80, 3.85, 4.90, 5.00
q0_q3_bin_3312, 3.85, 3.90, 3.85, 3.90
q0_q3_bin_3313, 3.85, 3.90, 3.90, 4.40
q0_q3_bin_3314, 3.85, 3.90, 4.40, 4.90
q0_q3_bin_3315, 3.85, 3.90, 4.90, 5.00
q0_q3_bin_3316, 3.90, 4.40, 3.90, 4.40
q0_q3_bin_3317, 3.90, 4.40, 4.40, 4.90
q0_q3_bin_3318, 3.90, 4.40, 4.90, 5.00
q0_q3_bin_3319, 4.40, 4.90, 4.40, 4.90
q0_q3_bin_3320, 4.40, 4.90, 4.90, 5.00
q0_q3_bin_3321, 4.90, 5.00, 4.90, 5.00
