ParameterName, ene_min, ene_max, erec_minus_ene_min, erec_minus_ene_max
enu_erec_minus_enu_1, 0, .16666666666666666666, -5.00000000000000000000, -4.83333333333333333334
enu_erec_minus_enu_2, 0, .16666666666666666666, -4.83333333333333333334, -4.66666666666666666668
enu_erec_minus_enu_3, 0, .16666666666666666666, -4.66666666666666666668, -4.50000000000000000002
enu_erec_minus_enu_4, 0, .16666666666666666666, -4.50000000000000000002, -4.33333333333333333336
enu_erec_minus_enu_5, 0, .16666666666666666666, -4.33333333333333333336, -4.16666666666666666670
enu_erec_minus_enu_6, 0, .16666666666666666666, -4.16666666666666666670, -4.00000000000000000004
enu_erec_minus_enu_7, 0, .16666666666666666666, -4.00000000000000000004, -3.83333333333333333338
enu_erec_minus_enu_8, 0, .16666666666666666666, -3.83333333333333333338, -3.66666666666666666672
enu_erec_minus_enu_9, 0, .16666666666666666666, -3.66666666666666666672, -3.50000000000000000006
enu_erec_minus_enu_10, 0, .16666666666666666666, -3.50000000000000000006, -3.33333333333333333340
enu_erec_minus_enu_11, 0, .16666666666666666666, -3.33333333333333333340, -3.16666666666666666674
enu_erec_minus_enu_12, 0, .16666666666666666666, -3.16666666666666666674, -3.00000000000000000008
enu_erec_minus_enu_13, 0, .16666666666666666666, -3.00000000000000000008, -2.83333333333333333342
enu_erec_minus_enu_14, 0, .16666666666666666666, -2.83333333333333333342, -2.66666666666666666676
enu_erec_minus_enu_15, 0, .16666666666666666666, -2.66666666666666666676, -2.50000000000000000010
enu_erec_minus_enu_16, 0, .16666666666666666666, -2.50000000000000000010, -2.33333333333333333344
enu_erec_minus_enu_17, 0, .16666666666666666666, -2.33333333333333333344, -2.16666666666666666678
enu_erec_minus_enu_18, 0, .16666666666666666666, -2.16666666666666666678, -2.00000000000000000012
enu_erec_minus_enu_19, 0, .16666666666666666666, -2.00000000000000000012, -1.83333333333333333346
enu_erec_minus_enu_20, 0, .16666666666666666666, -1.83333333333333333346, -1.66666666666666666680
enu_erec_minus_enu_21, 0, .16666666666666666666, -1.66666666666666666680, -1.50000000000000000014
enu_erec_minus_enu_22, 0, .16666666666666666666, -1.50000000000000000014, -1.33333333333333333348
enu_erec_minus_enu_23, 0, .16666666666666666666, -1.33333333333333333348, -1.16666666666666666682
enu_erec_minus_enu_24, 0, .16666666666666666666, -1.16666666666666666682, -1.00000000000000000016
enu_erec_minus_enu_25, 0, .16666666666666666666, -1.00000000000000000016, -.83333333333333333350
enu_erec_minus_enu_26, 0, .16666666666666666666, -.83333333333333333350, -.66666666666666666684
enu_erec_minus_enu_27, 0, .16666666666666666666, -.66666666666666666684, -.50000000000000000018
enu_erec_minus_enu_28, 0, .16666666666666666666, -.50000000000000000018, -.33333333333333333352
enu_erec_minus_enu_29, 0, .16666666666666666666, -.33333333333333333352, -.16666666666666666686
enu_erec_minus_enu_30, 0, .16666666666666666666, -.16666666666666666686, -.00000000000000000020
enu_erec_minus_enu_31, .16666666666666666666, .33333333333333333332, -5.00000000000000000000, -4.83333333333333333334
enu_erec_minus_enu_32, .16666666666666666666, .33333333333333333332, -4.83333333333333333334, -4.66666666666666666668
enu_erec_minus_enu_33, .16666666666666666666, .33333333333333333332, -4.66666666666666666668, -4.50000000000000000002
enu_erec_minus_enu_34, .16666666666666666666, .33333333333333333332, -4.50000000000000000002, -4.33333333333333333336
enu_erec_minus_enu_35, .16666666666666666666, .33333333333333333332, -4.33333333333333333336, -4.16666666666666666670
enu_erec_minus_enu_36, .16666666666666666666, .33333333333333333332, -4.16666666666666666670, -4.00000000000000000004
enu_erec_minus_enu_37, .16666666666666666666, .33333333333333333332, -4.00000000000000000004, -3.83333333333333333338
enu_erec_minus_enu_38, .16666666666666666666, .33333333333333333332, -3.83333333333333333338, -3.66666666666666666672
enu_erec_minus_enu_39, .16666666666666666666, .33333333333333333332, -3.66666666666666666672, -3.50000000000000000006
enu_erec_minus_enu_40, .16666666666666666666, .33333333333333333332, -3.50000000000000000006, -3.33333333333333333340
enu_erec_minus_enu_41, .16666666666666666666, .33333333333333333332, -3.33333333333333333340, -3.16666666666666666674
enu_erec_minus_enu_42, .16666666666666666666, .33333333333333333332, -3.16666666666666666674, -3.00000000000000000008
enu_erec_minus_enu_43, .16666666666666666666, .33333333333333333332, -3.00000000000000000008, -2.83333333333333333342
enu_erec_minus_enu_44, .16666666666666666666, .33333333333333333332, -2.83333333333333333342, -2.66666666666666666676
enu_erec_minus_enu_45, .16666666666666666666, .33333333333333333332, -2.66666666666666666676, -2.50000000000000000010
enu_erec_minus_enu_46, .16666666666666666666, .33333333333333333332, -2.50000000000000000010, -2.33333333333333333344
enu_erec_minus_enu_47, .16666666666666666666, .33333333333333333332, -2.33333333333333333344, -2.16666666666666666678
enu_erec_minus_enu_48, .16666666666666666666, .33333333333333333332, -2.16666666666666666678, -2.00000000000000000012
enu_erec_minus_enu_49, .16666666666666666666, .33333333333333333332, -2.00000000000000000012, -1.83333333333333333346
enu_erec_minus_enu_50, .16666666666666666666, .33333333333333333332, -1.83333333333333333346, -1.66666666666666666680
enu_erec_minus_enu_51, .16666666666666666666, .33333333333333333332, -1.66666666666666666680, -1.50000000000000000014
enu_erec_minus_enu_52, .16666666666666666666, .33333333333333333332, -1.50000000000000000014, -1.33333333333333333348
enu_erec_minus_enu_53, .16666666666666666666, .33333333333333333332, -1.33333333333333333348, -1.16666666666666666682
enu_erec_minus_enu_54, .16666666666666666666, .33333333333333333332, -1.16666666666666666682, -1.00000000000000000016
enu_erec_minus_enu_55, .16666666666666666666, .33333333333333333332, -1.00000000000000000016, -.83333333333333333350
enu_erec_minus_enu_56, .16666666666666666666, .33333333333333333332, -.83333333333333333350, -.66666666666666666684
enu_erec_minus_enu_57, .16666666666666666666, .33333333333333333332, -.66666666666666666684, -.50000000000000000018
enu_erec_minus_enu_58, .16666666666666666666, .33333333333333333332, -.50000000000000000018, -.33333333333333333352
enu_erec_minus_enu_59, .16666666666666666666, .33333333333333333332, -.33333333333333333352, -.16666666666666666686
enu_erec_minus_enu_60, .16666666666666666666, .33333333333333333332, -.16666666666666666686, -.00000000000000000020
enu_erec_minus_enu_61, .33333333333333333332, .49999999999999999998, -5.00000000000000000000, -4.83333333333333333334
enu_erec_minus_enu_62, .33333333333333333332, .49999999999999999998, -4.83333333333333333334, -4.66666666666666666668
enu_erec_minus_enu_63, .33333333333333333332, .49999999999999999998, -4.66666666666666666668, -4.50000000000000000002
enu_erec_minus_enu_64, .33333333333333333332, .49999999999999999998, -4.50000000000000000002, -4.33333333333333333336
enu_erec_minus_enu_65, .33333333333333333332, .49999999999999999998, -4.33333333333333333336, -4.16666666666666666670
enu_erec_minus_enu_66, .33333333333333333332, .49999999999999999998, -4.16666666666666666670, -4.00000000000000000004
enu_erec_minus_enu_67, .33333333333333333332, .49999999999999999998, -4.00000000000000000004, -3.83333333333333333338
enu_erec_minus_enu_68, .33333333333333333332, .49999999999999999998, -3.83333333333333333338, -3.66666666666666666672
enu_erec_minus_enu_69, .33333333333333333332, .49999999999999999998, -3.66666666666666666672, -3.50000000000000000006
enu_erec_minus_enu_70, .33333333333333333332, .49999999999999999998, -3.50000000000000000006, -3.33333333333333333340
enu_erec_minus_enu_71, .33333333333333333332, .49999999999999999998, -3.33333333333333333340, -3.16666666666666666674
enu_erec_minus_enu_72, .33333333333333333332, .49999999999999999998, -3.16666666666666666674, -3.00000000000000000008
